transaction_date,narration,transaction_amount,balance,transaction_type
17/07/2017,NEFT/INTERSWITCHNG/Goodsandservices15072,3176.0,4102848.82,CREDIT
17/07/2017,NEFT/INTERSWITCHNG/Goodsandservices17072,8734.0,4111582.82,CREDIT
17/07/2017,NEFT/INTERSWITCHNG/Goodsandservices16072,8932.5,4120515.32,CREDIT
17/07/2017,Zenith POS Settlement for 17/07/2017,16100.0,4136615.32,CREDIT
17/07/2017,ds 15723 drek shuaib,333000.0,4469615.32,CREDIT
17/07/2017,ISW CHARGE:ISW/135604666386/1014794871/Balance for shawarma papers//ADELEKEMIC,50.0,4969565.32,CREDIT
17/07/2017,Zenith POS Settlement Comm for17/07/2017,201.25,4969364.07,DEBIT
17/07/2017,ISW/135604666386/1014794871/Balance for shawarma papers//ADELEKEMICHAEL,30000.0,4939364.07,DEBIT
18/07/2017,NEFT/INTERSWITCHNG/Goodsandservices18072,4565.5,4943929.57,CREDIT
18/07/2017,Zenith POS Settlement for 18/07/2017,6400.0,4950329.57,CREDIT
18/07/2017,Zenith POS Settlement Comm for18/07/2017,80.0,4950249.57,DEBIT
19/07/2017,Zenith POS Settlement for 19/07/2017,3300.0,4953549.57,CREDIT
19/07/2017,NEFT/INTERSWITCHNG/Goodsandservices19072,8237.75,4961787.32,CREDIT
19/07/2017,"NIP/GTB/LABURTA  DAVIDJAMES/NIP FROM LABURTA, DAVIDJAMES TO WOW BAKERYCONFECT",14000.0,4975787.32,CREDIT
19/07/2017,ds 80332 derek shuaib,383500.0,5359287.32,CREDIT
19/07/2017,Zenith POS Settlement Comm for19/07/2017,41.25,5359246.07,DEBIT
19/07/2017,ISW CHARGE:ISW/135604672248/1014794871/Repairs for bakery//IBE GODWINNWACHUKWU,50.0,5359196.07,DEBIT
19/07/2017,ISW/135604672248/1014794871/Repairs for bakery//IBE GODWINNWACHUKWU,20000.0,5339196.07,DEBIT
20/07/2017,NEFT/INTERSWITCHNG/Goodsandservices20072,4367.0,5343563.07,CREDIT
20/07/2017,Zenith POS Settlement for 20/07/2017,4400.0,5347963.07,CREDIT
20/07/2017,ds 16633 dep pius ishaku,115000.0,5462963.07,CREDIT
20/07/2017,cd/ emmy awunah /8524,180000.0,5642963.07,CREDIT
20/07/2017,DS 1583659 DEREK SHUAIB,215000.0,5857963.07,CREDIT
20/07/2017,Zenith POS Settlement Comm for20/07/2017,55.0,5857908.07,DEBIT
21/07/2017,NIP/DBP/JAKONDA  ADAILILAYWI/NIP - TRF IFO WOW BAKERYCONFECTIONERY AND PASTRI,13000.0,5877557.82,CREDIT
21/07/2017,DS 4219069 DEREK SHUAIB,320000.0,6197557.82,CREDIT
21/07/2017,ISW CHARGE:ISW/135604677818/1014794871/Services for filing//A.Y. USMANCONSULTI,50.0,6197507.82,DEBIT
21/07/2017,"ISW CHARGE:ISW/135604677870/1014794871/Golfrepairs//SULEIMAN, HAMZA",50.0,6197457.82,DEBIT
21/07/2017,ISW CHARGE:ISW/135604678327/1014794871/Gashead and refil//VICTORIA PETERIKANI,50.0,6197407.82,DEBIT
21/07/2017,STAMP DUTY CHARGE,1000.0,6196407.82,DEBIT
21/07/2017,"ISW/135604677870/1014794871/Golfrepairs//SULEIMAN, HAMZA",12500.0,6183907.82,DEBIT
21/07/2017,ISW/135604677818/1014794871/Services for filing//A.Y. USMANCONSULTING LIMITED,20000.0,6163907.82,DEBIT
21/07/2017,ISW/135604678327/1014794871/Gashead and refil//VICTORIA PETERIKANI,48000.0,6115907.82,DEBIT
23/07/2017,ISW CHARGE:ISW/135604680800/1014794871/Service charge balance//ZECHARIAHJOSEPH,50.0,6115857.82,DEBIT
23/07/2017,ISW CHARGE:ISW/135604681931/1014794871/Habib and fura//SOLOMON BABA,50.0,6115807.82,DEBIT
23/07/2017,ISW CHARGE:ISW/135604681936/1014794871/15crates on Saturday//SWIFT PLUSFARMS,50.0,6115757.82,DEBIT
23/07/2017,ISW/135604681936/1014794871/15crates on Saturday//SWIFT PLUSFARMS PRODUCE LIMI,12450.0,6103307.82,DEBIT
23/07/2017,FOR WORK DONE//TRF TO MOSESALABI,25000.0,6078307.82,DEBIT
23/07/2017,ISW/135604680800/1014794871/Service charge balance//ZECHARIAHJOSEPH THLAWUSON,100000.0,5885307.82,CREDIT
23/07/2017,LAPS OF CHICKEN 7SACKS//TRFTO SAYED FARMS LTD-ABUJA A/C,174360.0,5710947.82,DEBIT
24/07/2017,NEFT/INTERSWITCHNG/Goodsandservices24072,5061.75,5716009.57,CREDIT
24/07/2017,NEFT/INTERSWITCHNG/Goodsandservices22072,7344.5,5723354.07,CREDIT
24/07/2017,Zenith POS Settlement for 24/07/2017,9200.0,5732554.07,CREDIT
24/07/2017,NEFT/INTERSWITCHNG/Goodsandservices23072,15880.0,5748434.07,CREDIT
24/07/2017,ds 438818 derek shaiub,183000.0,5931434.07,CREDIT
24/07/2017,DS146008/CD RUTH BABA,491250.0,6422684.07,CREDIT
24/07/2017,ISW CHARGE:ISW/135604684032/1014794871/Mama gold supplied//IBRAHIM BAKO,50.0,6422634.07,DEBIT
24/07/2017,ISW CHARGE:ISW/135604684037/1014794871/Two50kg cylinders//VICTORIA PETERIKANI,50.0,6422584.07,DEBIT
24/07/2017,Zenith POS Settlement Comm for24/07/2017,115.0,6422469.07,DEBIT
24/07/2017,ISW/135604684037/1014794871/Two50kg cylinders//VICTORIA PETERIKANI,32000.0,6390469.07,DEBIT
24/07/2017,ISW/135604684032/1014794871/Mama gold supplied//IBRAHIM BAKO,1000000.0,5390469.07,DEBIT
25/07/2017,NEFT/INTERSWITCHNG/Goodsandservices25072,1091.75,5391560.82,CREDIT
25/07/2017,Zenith POS Settlement for 25/07/2017,4400.0,5395960.82,CREDIT
25/07/2017,ds 400198 derek shuaib,235000.0,5630960.82,CREDIT
25/07/2017,Zenith POS Settlement Comm for25/07/2017,55.0,5630905.82,DEBIT
25/07/2017,MILK OIL//TRF TO EMMANUELADEGOJU,120000.0,5510905.82,DEBIT
26/07/2017,NEFT/INTERSWITCHNG/Goodsandservices26072,992.5,5511898.32,CREDIT
26/07/2017,Zenith POS Settlement for 26/07/2017,2200.0,5514098.32,CREDIT
26/07/2017,ds 416787 derek shuaib,350500.0,5864598.32,CREDIT
26/07/2017,ISW CHARGE:ISW/135604689911/1014794871/Bread and snacks nylon//APEXPACKAGING L,50.0,5864520.82,CREDIT
26/07/2017,ISW CHARGE:ISW/135604691322/1014794871/Cameras//OGAR CLEMENT OGABOR,50.0,5864470.82,DEBIT
26/07/2017,ISW/135604691322/1014794871/Cameras//OGAR CLEMENT OGABOR,43000.0,5821470.82,DEBIT
26/07/2017,ISW/135604689911/1014794871/Bread and snacks nylon//APEXPACKAGING LIMITED,100000.0,5721470.82,DEBIT
27/07/2017,NEFT/INTERSWITCHNG/Goodsandservices27072,6749.0,5728219.82,CREDIT
27/07/2017,ds 401810 derek shuiab,267000.0,5995219.82,CREDIT
28/07/2017,NEFT/INTERSWITCHNG/Goodsandservices28072,3870.75,5999090.57,CREDIT
28/07/2017,Zenith POS Settlement for 28/07/2017,5900.0,6004990.57,CREDIT
28/07/2017,Zenith POS Settlement for 28/07/2017,8500.0,6013490.57,CREDIT
28/07/2017,CD/DEREK S/DS420740,293000.0,6306490.57,CREDIT
28/07/2017,ISW CHARGE:ISW/135604697342/1014794871/Balance flour mamagold//IBRAHIM  BAKO,50.0,6306440.57,DEBIT
28/07/2017,ISW CHARGE:ISW/135604697360/1014794871/Balance for mould//THADDEUS DAVID,50.0,6306390.57,DEBIT
28/07/2017,Zenith POS Settlement Comm for28/07/2017,73.75,6306316.82,DEBIT
28/07/2017,Zenith POS Settlement Comm for28/07/2017,106.25,6306210.57,DEBIT
28/07/2017,SMS Notification Charge Jul 2017,556.0,6305654.57,DEBIT
28/07/2017,STAMP DUTY CHARGE,850.0,6304804.57,DEBIT
28/07/2017,ISW/135604697360/1014794871/Balance for mould//THADDEUS DAVID,50000.0,6254804.57,DEBIT
28/07/2017,ISW/135604697342/1014794871/Balance flour mamagold//IBRAHIM  BAKO,725000.0,5529804.57,DEBIT
30/07/2017,"ISW/135604701981/1014794871/5cartons//ALAGBE, SAMSONBABATUNDE",47500.0,5482254.57,CREDIT
31/07/2017,Rvsl:ISW CHARGE:ISW/135604703868/1014794871/Refillfor last week and today//VIC,50.0,5482304.57,CREDIT
31/07/2017,NEFT/INTERSWITCHNG/Goodsandservices31072,14391.27,5496695.84,CREDIT
31/07/2017,NEFT/INTERSWITCHNG/Goodsandservices30072,18857.52,5515553.36,CREDIT
31/07/2017,NEFT/INTERSWITCHNG/Goodsandservices29072,26152.4,5541705.76,CREDIT
31/07/2017,Rvsl:ISW/135604703868/1014794871/Refill for last week andtoday//VICTORIA PETER,40000.0,5581705.76,CREDIT
31/07/2017,Zenith POS Settlement for 31/07/2017,84450.0,5666155.76,CREDIT
31/07/2017,DS 478064 DEREK S,241500.0,5907655.76,CREDIT
31/07/2017,DS353425/CD=RUTH BABA,715270.0,6622925.76,CREDIT
31/07/2017,ISW CHARGE:ISW/135604703868/1014794871/Refillfor last week and today//VICTORIA,50.0,6622875.76,DEBIT
31/07/2017,Zenith POS Settlement Comm for31/07/2017,1055.72,6621820.04,DEBIT
31/07/2017,Acct Maint. Fee + VAT,9023.6,6612796.44,DEBIT
31/07/2017,ISW/135604703868/1014794871/Refillfor last week and today//VICTORIAPETER IKANI,40000.0,6572796.44,DEBIT
01/08/2017,Rvsl:ISW CHARGE:ISW/135604707936/1014794871/Gasrefill last week and yesterday/,50.0,6572846.44,CREDIT
01/08/2017,Zenith POS Settlement for 01/08/2017,3550.0,6576396.44,CREDIT
01/08/2017,NEFT/INTERSWITCHNG/Goodsandservices01082,4317.38,6580713.82,CREDIT
01/08/2017,Rvsl:ISW/135604707936/1014794871/Gas refill last week andyesterday//VICTORIA PE,40000.0,6620713.82,CREDIT
01/08/2017,ds 3966560 derek s,173500.0,6794213.82,CREDIT
01/08/2017,Zenith POS Settlement Comm for01/08/2017,44.38,6794169.44,DEBIT
01/08/2017,ISW CHARGE:ISW/135604708079/1014794871/Carrier bags for items purchased//APEX P,50.0,6794069.44,CREDIT
01/08/2017,ISW/135604707936/1014794871/Gasrefill last week andyesterday//VICTORIA PETER I,40000.0,6754069.44,DEBIT
01/08/2017,ISW/135604708079/1014794871/Carrier bags for items purchased//APEXPACKAGING LIM,100000.0,6654069.44,DEBIT
02/08/2017,NIP/DBP/JAKONDA  ADAILILAYWI/NIP - TRF IFO WOW BAKERYCONFECTIONERY AND PASTRI,14500.0,6668569.44,CREDIT
02/08/2017,Zenith POS Settlement for 02/08/2017,40850.0,6709419.44,CREDIT
02/08/2017,NEFT/INTERSWITCHNG/Goodsandservices02082,51858.14,6761277.58,CREDIT
02/08/2017,ds 455415 derek shuab,335000.0,7096277.58,CREDIT
02/08/2017,ISW CHARGE:ISW/135604713106/1014794871/150bags of flour mamagold//IBRAHIMBAKO,50.0,7096227.58,DEBIT
02/08/2017,ISW CHARGE:ISW/135604713116/1014794871/Julypayment//KALU .L. CHIKA,50.0,7096177.58,DEBIT
02/08/2017,Zenith POS Settlement Comm for02/08/2017,456.27,7095721.31,CREDIT
02/08/2017,ISW/135604713116/1014794871/Julypayment//KALU .L. CHIKA,40000.0,7055721.31,DEBIT
02/08/2017,LAPS FOR SHAWARMA//TRF TOSAYED FARMS LTD-ABUJA A/C,177240.0,6878481.31,DEBIT
02/08/2017,ISW/135604713106/1014794871/150bags of flour mamagold//IBRAHIMBAKO,1725000.0,5153481.31,DEBIT
03/08/2017,Zenith POS Settlement for 03/08/2017,11700.0,5165181.31,CREDIT
03/08/2017,NEFT/INTERSWITCHNG/Goodsandservices03082,15880.02,5181061.33,CREDIT
03/08/2017,ds 396177 derek shuaibu,495000.0,5676061.33,CREDIT
03/08/2017,ISW CHARGE:ISW/135604715412/1014794871/2cameras//OGAR CLEMENT OGABOR,50.0,5676011.33,DEBIT
03/08/2017,Zenith POS Settlement Comm for03/08/2017,146.27,5675865.06,CREDIT
03/08/2017,BUTTER FOR BAKING//TRF TO    EVMIRACLE BAKERS COMPANY NIGLTD,99000.0,5533865.06,CREDIT
04/08/2017,Zenith POS Settlement for 04/08/2017,17350.0,5551215.06,CREDIT
04/08/2017,NEFT/INTERSWITCHNG/Goodsandservices04082,22083.15,5573298.21,CREDIT
04/08/2017,DS 442540 DEREK SHUAIB,240500.0,5813798.21,CREDIT
04/08/2017,Zenith POS Settlement Comm for04/08/2017,206.89,5813591.32,DEBIT
04/08/2017,STAMP DUTY CHARGE,950.0,5812641.32,DEBIT
04/08/2017,MIX FOR ICE CREAM//TRF TOISAAC G NKEMDILIM,64000.0,5748641.32,DEBIT
06/08/2017,ISW CHARGE:ISW/135604724403/1014794871/Repairs at bakery//IBE GODWINNWACHUKWU,50.0,5748591.32,DEBIT
06/08/2017,ISW/135604724403/1014794871/Repairs at bakery//IBE GODWINNWACHUKWU,30000.0,5718591.32,DEBIT
07/08/2017,NEFT/INTERSWITCHNG/Goodsandservices06082,3176.0,5721767.32,CREDIT
07/08/2017,NEFT/INTERSWITCHNG/Goodsandservices07082,4664.75,5726432.07,CREDIT
07/08/2017,NEFT/INTERSWITCHNG/Goodsandservices05082,12257.38,5738689.45,CREDIT
07/08/2017,Zenith POS Settlement for 07/08/2017,24500.0,5763189.45,CREDIT
07/08/2017,CD  PIUS ISHAKU/  479841,116020.0,5879209.45,CREDIT
07/08/2017,ds 442371 derek shuaib,552000.0,6431209.45,CREDIT
07/08/2017,Zenith POS Settlement Comm for07/08/2017,306.25,6430903.2,DEBIT
08/08/2017,NEFT/INTERSWITCHNG/Goodsandservices08082,4168.5,6435071.7,CREDIT
08/08/2017,Zenith POS Settlement for 08/08/2017,5200.0,6440271.7,CREDIT
08/08/2017,CD/DEREK S/DS77207,197000.0,6637271.7,CREDIT
08/08/2017,ISW CHARGE:ISW/135604730568/1014794871/Sweetner and other items//ODOR FIDELISC,50.0,6637221.7,DEBIT
08/08/2017,EMILY AND MOORE//TRF TO    EVMIRACLE BAKERS COMPANY NIGLTD,135500.0,6501656.7,CREDIT
08/08/2017,PREMIX//TRF TO    RICHY BAKING& ACCESSORIES LIMITED,335000.0,6166656.7,DEBIT
08/08/2017,ISW/135604730568/1014794871/Sweetner and other items//ODOR FIDELISCHUKWUEMEKA,441700.0,5724956.7,DEBIT
09/08/2017,NEFT/INTERSWITCHNG/Goodsandservices09082,4367.0,5729323.7,CREDIT
09/08/2017,Zenith POS Settlement for 09/08/2017,5400.0,5734723.7,CREDIT
09/08/2017,DS325541/CD RUTH BABA,100000.0,5834723.7,CREDIT
09/08/2017,CD/DEREK S/DS77259,359000.0,6193723.7,CREDIT
09/08/2017,Zenith POS Settlement Comm for09/08/2017,67.5,6193656.2,DEBIT
10/08/2017,NEFT/INTERSWITCHNG/Goodsandservices10082,4664.75,6198320.95,CREDIT
10/08/2017,Zenith POS Settlement for 10/08/2017,9800.0,6208120.95,CREDIT
10/08/2017,DS344233/CD PIUS ISHAKU,100000.0,6308120.95,CREDIT
10/08/2017,CD/DEREK S/DS4216912,216000.0,6524120.95,CREDIT
10/08/2017,Zenith POS Settlement Comm for10/08/2017,122.5,6523998.45,DEBIT
11/08/2017,RVSL MC POS COMM170801140845 010817,50.0,6524048.45,CREDIT
11/08/2017,Zenith POS Settlement for 11/08/2017,5500.0,6529548.45,CREDIT
11/08/2017,"NIP/GTB/AJAYI  OBAFEMIOLANREWAJU/NIP FROM AJAYI,OBAFEMI OLANREWAJU TO WOWBAKE",8000.0,6537548.45,CREDIT
11/08/2017,NEFT/INTERSWITCHNG/Goodsandservices11082,9031.75,6546580.2,CREDIT
11/08/2017,CD/DEREK S/DS0988888,250000.0,6796580.2,CREDIT
11/08/2017,ISW CHARGE:ISW/135604739497/1014794871/Purchases on the 8th//SUNDAY MICHIKAJOH,50.0,6796530.2,DEBIT
11/08/2017,Zenith POS Settlement Comm for11/08/2017,68.75,6796461.45,DEBIT
11/08/2017,STAMP DUTY CHARGE,1050.0,6795411.45,DEBIT
11/08/2017,ISW/135604739497/1014794871/Purchases on the 8th//SUNDAY MICHIKAJOHN,158800.0,6632611.45,CREDIT
13/08/2017,"ISW CHARGE:ISW/135604743456/1014794871/350kg, 4 12.5kg//VICTORIA PETERIKANI",50.0,6632561.45,DEBIT
13/08/2017,"ISW/135604743456/1014794871/350kg, 4 12.5kg//VICTORIA PETERIKANI",64000.0,6568561.45,DEBIT
13/08/2017,12TH AUGUST LAPS SUPPLY//TRFTO SAYED FARMS LTD-ABUJA A/C,164400.0,6404161.45,DEBIT
14/08/2017,NEFT/INTERSWITCHNG/Goodsandservices14082,3473.75,6407635.2,CREDIT
14/08/2017,Zenith POS Settlement for 14/08/2017,5600.0,6413235.2,CREDIT
14/08/2017,NEFT/INTERSWITCHNG/Goodsandservices13082,9031.75,6422266.95,CREDIT
14/08/2017,NEFT/INTERSWITCHNG/Goodsandservices12082,15582.25,6437849.2,CREDIT
14/08/2017,CD  PIUS ISHAKU/  3923641,100000.0,6537849.2,CREDIT
14/08/2017,cd/derek s/ds0948035,538000.0,7075849.2,CREDIT
14/08/2017,Zenith POS Settlement Comm for14/08/2017,70.0,7075779.2,DEBIT
15/08/2017,Zenith POS Settlement for 15/08/2017,9450.0,7085229.2,CREDIT
15/08/2017,NEFT/INTERSWITCHNG/Goodsandservices15082,10818.25,7096047.45,CREDIT
15/08/2017,CD/DEREK S/DS1572074,395600.0,7491647.45,CREDIT
15/08/2017,ISW CHARGE:ISW/135604750540/1014794871/Tiles//ODINAKA ARONU,50.0,7491597.45,DEBIT
15/08/2017,ISW CHARGE:ISW/135604750821/1014794871/60bags of flour//IBRAHIM  BAKO,50.0,7491547.45,DEBIT
15/08/2017,Zenith POS Settlement Comm for15/08/2017,118.13,7491429.32,DEBIT
15/08/2017,ISW/135604750540/1014794871/Tiles//ODINAKA ARONU,70000.0,7421429.32,DEBIT
15/08/2017,ISW/135604750821/1014794871/60bags of flour//IBRAHIM  BAKO,690000.0,6731429.32,DEBIT
16/08/2017,Zenith POS Settlement for 16/08/2017,3100.0,6734529.32,CREDIT
16/08/2017,NIP/FBN/ALADESANMI ADEYINKAFRANCIS/FBNMOBILE:WOWBAKERY CONFECTIONERY ANDPASTR,8800.0,6747299.32,CREDIT
16/08/2017,CD  PIUS ISHAKU/  1590049,22320.0,6769619.32,CREDIT
16/08/2017,CD/HABIB M/DS4236254,245500.0,7015119.32,CREDIT
16/08/2017,Zenith POS Settlement Comm for16/08/2017,38.75,7015080.57,DEBIT
16/08/2017,ISW CHARGE:ISW/135604753445/1014794871/Walltiles//HUMPHREY IFEDIUZOCHUKWU,50.0,7015030.57,DEBIT
16/08/2017,"ISW CHARGE:ISW/135604753729/1014794871/Payment//CHRISTOPHER, VICTORYOLUWATOMI",50.0,7014980.57,DEBIT
16/08/2017,"ISW/135604753729/1014794871/Payment//CHRISTOPHER, VICTORYOLUWATOMI",9900.0,7005080.57,DEBIT
16/08/2017,ISW/135604753445/1014794871/Walltiles//HUMPHREY IFEDIUZOCHUKWU,90500.0,6914580.57,DEBIT
17/08/2017,Zenith POS Settlement for 17/08/2017,500.0,6915080.57,CREDIT
17/08/2017,NEFT/INTERSWITCHNG/Goodsandservices17082,14192.75,6929273.32,CREDIT
17/08/2017,TRF FRM ANAYOCHI   AMACHREETO WOW BAKERYCONFECTIONERY AND PASTRIESNI,15000.0,6944273.32,CREDIT
17/08/2017,CD/HABIB M/DS802837,252000.0,7196273.32,CREDIT
17/08/2017,Zenith POS Settlement Comm for17/08/2017,6.25,7196267.07,DEBIT
17/08/2017,PURCHASE OF ITEMS//TRF TOEUGINE CHIKA AZEGBA,110000.0,7086267.07,DEBIT
18/08/2017,Zenith POS Settlement for 18/08/2017,2200.0,7088467.07,CREDIT
18/08/2017,NEFT/INTERSWITCHNG/Goodsandservices18082,4466.25,7092933.32,CREDIT
18/08/2017,CD/DAREK S/DS2207133,345500.0,7438433.32,CREDIT
18/08/2017,Zenith POS Settlement Comm for18/08/2017,27.5,7438405.82,DEBIT
20/08/2017,ISW CHARGE:ISW/135604760124/1014794871/Printing//CHARLES  IHEDIOHA,50.0,7437355.82,CREDIT
20/08/2017,ISW/135604760124/1014794871/Printing//CHARLES  IHEDIOHA,247000.0,7190355.82,DEBIT
21/08/2017,NEFT/INTERSWITCHNG/Goodsandservices19082,7940.0,7198295.82,CREDIT
21/08/2017,NEFT/INTERSWITCHNG/Goodsandservices21082,8138.5,7206434.32,CREDIT
21/08/2017,NEFT/INTERSWITCHNG/Goodsandservices20082,8634.75,7215069.07,CREDIT
21/08/2017,Zenith POS Settlement for 21/08/2017,14450.0,7229519.07,CREDIT
21/08/2017,DS 3910538/CD/ DEREK S,528000.0,7757519.07,CREDIT
21/08/2017,ISW CHARGE:ISW/135604764449/1014794871/Customer nylon for wow//APEXPACKAGING L,50.0,7757469.07,DEBIT
21/08/2017,ISW CHARGE:ISW/135604764460/1014794871/Genservice//IHEANACHO ANTHONYEWUZIE,50.0,7757419.07,DEBIT
21/08/2017,ISW CHARGE:ISW/135604765479/1014794871/Partpayment for flour//IBRAHIM  BAKO,50.0,7757369.07,DEBIT
21/08/2017,Zenith POS Settlement Comm for21/08/2017,180.63,7757188.44,DEBIT
21/08/2017,ISW/135604764460/1014794871/Genservice//IHEANACHO ANTHONYEWUZIE,18000.0,7739188.44,DEBIT
21/08/2017,ISW/135604764449/1014794871/Customer nylon for wow//APEXPACKAGING LIMITED,24600.0,7714588.44,DEBIT
21/08/2017,CHANGE//TRF TO ADAEZE PEACEANTHONY-IDOKO,40000.0,7674588.44,DEBIT
21/08/2017,6 BUCKETS MOORE BUTTER//TRFTO    EV MIRACLE BAKERSCOMPANY NIG LTD,55200.0,7619388.44,DEBIT
21/08/2017,ISW/135604765479/1014794871/Partpayment for flour//IBRAHIM  BAKO,1000000.0,6619388.44,DEBIT
22/08/2017,Zenith POS Settlement for 22/08/2017,2200.0,6621588.44,CREDIT
22/08/2017,NEFT/INTERSWITCHNG/Goodsandservices22082,11314.5,6632902.94,CREDIT
22/08/2017,DS307883/CD RUHT BABA,450500.0,7383402.94,CREDIT
22/08/2017,Zenith POS Settlement Comm for22/08/2017,27.5,7383375.44,DEBIT
22/08/2017,ISW CHARGE:ISW/135604768857/1014794871/Another part payment//IBRAHIM  BAKO,50.0,7383325.44,DEBIT
22/08/2017,ISW CHARGE:ISW/135604768859/1014794871/Forketchup and others//SUNDAYMICHIKA J,50.0,7383275.44,DEBIT
22/08/2017,"ISW CHARGE:ISW/135604768864/1014794871/ACmaintanance//THOMAS, GODWIN",50.0,7383225.44,DEBIT
22/08/2017,"ISW/135604768864/1014794871/ACmaintanance//THOMAS, GODWIN",17000.0,7366225.44,DEBIT
22/08/2017,4 CARTONS ICING SUGAR//TRF TOEV MIRACLE BAKERS COMPANYNIG LTD,46000.0,7320225.44,DEBIT
22/08/2017,ISW/135604768859/1014794871/Forketchup and others//SUNDAYMICHIKA JOHN,120600.0,7199625.44,DEBIT
22/08/2017,ISW/135604768857/1014794871/Another part payment//IBRAHIM  BAKO,1000000.0,6199625.44,DEBIT
23/08/2017,Zenith POS Settlement for 23/08/2017,2200.0,6201825.44,CREDIT
23/08/2017,NEFT/INTERSWITCHNG/Goodsandservices23082,9925.0,6211750.44,CREDIT
23/08/2017,CD/HABIB M/DS4238316,166000.0,6377750.44,CREDIT
23/08/2017,Zenith POS Settlement Comm for23/08/2017,27.5,6377722.94,DEBIT
23/08/2017,RV Loc POS 539983xxxx3343 220817,3800.0,6373922.94,DEBIT
23/08/2017,CHOCOLATE AND STRAWBERRYPOWDER//TRF TO ISAAC GNKEMDILIM,64000.0,6309922.94,DEBIT
24/08/2017,Zenith POS Settlement for 24/08/2017,4300.0,6314222.94,CREDIT
24/08/2017,NEFT/INTERSWITCHNG/Goodsandservices24082,8337.0,6322559.94,CREDIT
24/08/2017,CD/HABIB M/DS141056,168500.0,6491059.94,CREDIT
24/08/2017,Zenith POS Settlement Comm for24/08/2017,53.75,6490956.19,CREDIT
24/08/2017,ISW/135604772481/1014794871/Video coverage//TSADO JOSHUAALHASSAN,35000.0,6455956.19,DEBIT
24/08/2017,7 SACKS ON 24TH AUGUST//TRFTO SAYED FARMS LTD-ABUJA A/C,166800.0,6289156.19,DEBIT
25/08/2017,Zenith POS Settlement for 25/08/2017,3300.0,6292456.19,CREDIT
25/08/2017,NEFT/INTERSWITCHNG/Goodsandservices25082,7245.25,6299701.44,CREDIT
25/08/2017,frm sarah to wow bakery,20000.0,6319701.44,CREDIT
25/08/2017,Zenith POS Settlement Comm for25/08/2017,41.25,6319660.19,DEBIT
25/08/2017,SMS Notification Charge Aug 2017,436.0,6319224.19,DEBIT
25/08/2017,STAMP DUTY CHARGE,900.0,6318324.19,DEBIT
27/08/2017,Rvsl:ISW CHARGE:ISW/135604780411/1014794871/Refillfor 6small and 2big//VICTORI,50.0,6318374.19,CREDIT
27/08/2017,Rvsl:ISW/135604780411/1014794871/Refill for 6small and 2big//VICTORIAPETER IKAN,56000.0,6374374.19,CREDIT
27/08/2017,ISW CHARGE:ISW/135604780411/1014794871/Refillfor 6small and 2big//VICTORIA PET,50.0,6374324.19,DEBIT
27/08/2017,ISW/135604780411/1014794871/Refillfor 6small and 2big//VICTORIAPETER IKANI,56000.0,6318324.19,DEBIT
28/08/2017,DS321117/CD PIUS ISHAKU,220020.0,6538344.19,CREDIT
28/08/2017,WOOD FOR RENOVATION//TRF TOMOSES ALABI,300000.0,6238344.19,DEBIT
28/08/2017,PAYMENT FOR YOGURT MIX//TRFTO CHUKWUDI DARLINGTONJIDEOFO,549000.0,5689344.19,DEBIT
29/08/2017,cd/dereck sghub/ds603345,329500.0,6018844.19,CREDIT
29/08/2017,ISW CHARGE:ISW/135604787279/1014794871/Slab//TOSAM KREATIONS LTD,50.0,6018794.19,DEBIT
29/08/2017,DRINKS FOR SHOP//TRF TORHODA FUNMILAYO AMINU,81500.0,5937294.19,DEBIT
29/08/2017,ISW/135604787279/1014794871/Slab//TOSAM KREATIONS LTD,200000.0,5737294.19,DEBIT
30/08/2017,ISW CHARGE:ISW/135604792147/1014794871/Service agreement pay//HONVOHCLAUDE PIE,50.0,6002744.19,CREDIT
30/08/2017,ISW/135604792147/1014794871/Service agreement pay//HONVOHCLAUDE PIERRE,500000.0,5502744.19,DEBIT
31/08/2017,CD/HABIB M/DS152670,55000.0,5557744.19,CREDIT
31/08/2017,CD/HABIB M/DS152667,224500.0,5782244.19,CREDIT
31/08/2017,ISW CHARGE:ISW/135604794172/1014794871/Balance for slab//TOSAM KREATIONSLTD,50.0,5782194.19,DEBIT
31/08/2017,ISW CHARGE:ISW/135604796358/1014794871/Forglass//KENNETH CHIBUZO OFFOR,50.0,5782144.19,DEBIT
31/08/2017,Acct Maint. Fee + VAT,10060.06,5772084.13,CREDIT
31/08/2017,ISW/135604794172/1014794871/Balance for slab//TOSAM KREATIONSLTD,40000.0,5732084.13,DEBIT
31/08/2017,ISW/135604796358/1014794871/Forglass//KENNETH CHIBUZO OFFOR,100000.0,5632084.13,DEBIT
31/08/2017,LAPS FOR CHICKEN ON 31ST//TRFTO SAYED FARMS LTD-ABUJA A/C,129000.0,5503084.13,DEBIT
31/08/2017,WOODEN TILES//TRF TOHUMPHREY   UZOCHUKWU,200000.0,5303084.13,DEBIT
01/09/2017,NIP/FBN/ODO CALEBOZIOMA/FBNMOBILE:WOWBAKERY CONFECTIONERY ANDPASTRIES NI,1100.0,5304184.13,CREDIT
01/09/2017,STAMP DUTY CHARGE,300.0,5303884.13,DEBIT
01/09/2017,BALANCE FOR WOOD//TRF TOMOSES ALABI,170000.0,5133884.13,DEBIT
